season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2024.0,1422136,SRH v CSK,SRH,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Shahbaz Ahmed,Shahbaz Ahmed,1,0,11,1,11.00,3,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2024.0,1422136,SRH v CSK,SRH,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,JD Unadkat,Jaydev Unadkat,4,0,29,1,7.25,8,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2024.0,1422136,SRH v CSK,SRH,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,DL Chahar,Deepak Chahar,3.1,0,32,1,10.10,9,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/447261.html
2024.0,1422136,SRH v CSK,SRH,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,Mukesh Choudhary,Mukesh Choudhary,1,0,27,0,27.00,2,2,3,0,1,False,https://www.espncricinfo.com/ci/content/player/1125688.html
2024.0,1422136,SRH v CSK,SRH,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,M Theekshana,Maheesh Theekshana,4,0,27,1,6.75,9,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1138316.html
2024.0,1422136,SRH v CSK,SRH,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,TU Deshpande,Tushar Deshpande,2,0,20,0,10.00,5,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/822553.html
2024.0,1422136,SRH v CSK,SRH,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,RA Jadeja,Ravindra Jadeja,4,0,30,0,7.50,5,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/234675.html
2024.0,1422136,SRH v CSK,SRH,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,MM Ali,Moeen Ali,3,0,23,2,7.66,5,0,1,1,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2024.0,1422136,SRH v CSK,SRH,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,R Ravindra,Rachin Ravindra,1,0,3,0,3.00,3,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/959767.html
2024.0,1422137,RR v RCB,RR,RCB,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,TA Boult,Trent Boult,3,0,30,0,10.00,5,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2024.0,1422137,RR v RCB,RR,RCB,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,N Burger,Nandre Burger,4,0,33,1,8.25,11,3,1,2,0,False,https://www.espncricinfo.com/ci/content/player/971349.html
2024.0,1422137,RR v RCB,RR,RCB,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,R Ashwin,Ravichandran Ashwin,4,0,28,0,7.00,5,0,1,1,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2024.0,1422137,RR v RCB,RR,RCB,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,Avesh Khan,Avesh Khan,4,0,46,0,11.50,3,8,0,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2024.0,1422137,RR v RCB,RR,RCB,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,YS Chahal,Yuzvendra Chahal,4,0,34,2,8.50,8,1,2,1,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2024.0,1422137,RR v RCB,RR,RCB,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,R Parag,Riyan Parag,1,0,10,0,10.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1079434.html
2024.0,1422137,RR v RCB,RR,RCB,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,RJW Topley,Reece Topley,4,0,27,2,6.75,9,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/461632.html
2024.0,1422137,RR v RCB,RR,RCB,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,Yash Dayal,Yash Dayal,4,0,37,1,9.25,10,5,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159720.html
2024.0,1422137,RR v RCB,RR,RCB,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,Mohammed Siraj,Mohammed Siraj,4,0,35,1,8.75,5,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2024.0,1422137,RR v RCB,RR,RCB,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,MJ Dagar,Mayank Dagar,2,0,34,0,17.00,4,5,2,0,0,False,https://www.espncricinfo.com/ci/content/player/942367.html
2024.0,1422137,RR v RCB,RR,RCB,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,C Green,Cameron Green,3.1,0,27,0,8.52,5,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1076713.html
2024.0,1422137,RR v RCB,RR,RCB,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,H Sharma,Himanshu Sharma,2,0,29,0,14.50,0,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1350761.html
2024.0,1422138,MI v DC,MI,DC,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,KK Ahmed,Khaleel Ahmed,4,0,39,1,9.75,8,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2024.0,1422138,MI v DC,MI,DC,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,I Sharma,Ishant Sharma,3,0,40,0,13.33,5,4,1,4,0,False,https://www.espncricinfo.com/ci/content/player/236779.html
2024.0,1422138,MI v DC,MI,DC,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,JA Richardson,Jhye Richardson,4,0,40,0,10.00,8,2,3,1,0,False,https://www.espncricinfo.com/ci/content/player/774223.html
2024.0,1422138,MI v DC,MI,DC,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,AR Patel,Axar Patel,4,0,35,2,8.75,8,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2024.0,1422138,MI v DC,MI,DC,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,Lalit Yadav,Lalit Yadav,1,0,15,0,15.00,1,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/930189.html
2024.0,1422138,MI v DC,MI,DC,DC,"Wankhede Stadium, Mumbai",Mumbai,India,1,A Nortje,Anrich Nortje,4,0,65,2,16.25,7,4,6,3,1,False,https://www.espncricinfo.com/ci/content/player/481979.html
2024.0,1422138,MI v DC,MI,DC,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,G Coetzee,Gerald Coetzee,4,0,34,4,8.50,11,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/596010.html
2024.0,1422138,MI v DC,MI,DC,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,JJ Bumrah,Jasprit Bumrah,4,0,22,2,5.50,11,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2024.0,1422138,MI v DC,MI,DC,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,A Madhwal,Akash Madhwal,4,0,45,0,11.25,9,7,1,0,1,False,https://www.espncricinfo.com/ci/content/player/1206039.html
2024.0,1422138,MI v DC,MI,DC,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,R Shepherd,Romario Shepherd,4,0,54,1,13.50,4,3,4,1,0,False,https://www.espncricinfo.com/ci/content/player/677077.html
2024.0,1422138,MI v DC,MI,DC,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,Mohammad Nabi,Mohammad Nabi,2,0,17,0,8.50,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/25913.html
2024.0,1422138,MI v DC,MI,DC,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,PP Chawla,Piyush Chawla,2,0,32,0,16.00,2,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/32966.html
2024.0,1422139,LSG v GT,LSG,GT,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,UT Yadav,Umesh Yadav,3,0,22,2,7.33,11,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/376116.html
2024.0,1422139,LSG v GT,LSG,GT,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,SH Johnson,Spencer Johnson,4,0,32,0,8.00,12,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1123718.html
2024.0,1422139,LSG v GT,LSG,GT,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Rashid Khan,Rashid Khan,4,0,28,1,7.00,4,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2024.0,1422139,LSG v GT,LSG,GT,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,MM Sharma,Mohit Sharma,3,0,34,0,11.33,2,4,1,0,0,False,https://www.espncricinfo.com/ci/content/player/537119.html
2024.0,1422139,LSG v GT,LSG,GT,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Noor Ahmad,Noor Ahmad,4,0,22,0,5.50,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1182529.html
2024.0,1422139,LSG v GT,LSG,GT,GT,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,DG Nalkande,Darshan Nalkande,2,0,21,2,10.50,2,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1111917.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,M Siddharth,Manimaran Siddharth,4,0,29,0,7.25,10,0,1,1,3,False,https://www.espncricinfo.com/ci/content/player/1151286.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Naveen-ul-Haq,Naveen-ul-Haq,4,0,37,1,9.25,7,3,1,1,1,False,https://www.espncricinfo.com/ci/content/player/793447.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,MP Yadav,Mayank Yadav,1,0,13,0,13.00,2,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1292563.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Yash Thakur,Yash Thakur,3.5,1,30,5,7.82,14,3,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1070196.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,KH Pandya,Krunal Pandya,4,0,11,3,2.75,13,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Ravi Bishnoi,Ravi Bishnoi,2,0,8,1,4.00,5,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,TU Deshpande,Tushar Deshpande,4,0,33,3,8.25,12,4,1,2,0,False,https://www.espncricinfo.com/ci/content/player/822553.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,22,2,5.50,16,3,0,2,1,False,https://www.espncricinfo.com/ci/content/player/330902.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,SN Thakur,Shardul Thakur,3,0,27,0,9.00,3,3,0,1,1,False,https://www.espncricinfo.com/ci/content/player/475281.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,M Theekshana,Maheesh Theekshana,4,0,28,1,7.00,13,0,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1138316.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,RA Jadeja,Ravindra Jadeja,4,0,18,3,4.50,11,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/234675.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,R Ravindra,Rachin Ravindra,1,0,4,0,4.00,2,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/959767.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,MA Starc,Mitchell Starc,3,0,29,0,9.66,7,5,0,2,0,False,https://www.espncricinfo.com/ci/content/player/311592.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,VG Arora,Vaibhav Arora,4,0,28,2,7.00,11,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1209292.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,AS Roy,Anukul Roy,1.4,0,18,0,10.80,4,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1079839.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,SP Narine,Sunil Narine,4,0,30,1,7.50,5,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,CV Varun,Varun Chakravarthy,4,0,26,0,6.50,11,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,AD Russell,Andre Russell,1,0,8,0,8.00,2,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,K Rabada,Kagiso Rabada,4,0,32,1,8.00,13,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,Arshdeep Singh,Arshdeep Singh,4,0,29,4,7.25,12,3,1,2,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,SM Curran,Sam Curran,4,0,41,2,10.25,9,2,3,1,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,HV Patel,Harshal Patel,4,0,30,2,7.50,8,4,0,1,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,Harpreet Brar,Harpreet Brar,4,0,48,0,12.00,7,5,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,B Kumar,Bhuvneshwar Kumar,4,1,32,2,8.00,13,6,0,2,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,PJ Cummins,Pat Cummins,4,0,22,1,5.50,11,3,0,0,0,True,https://www.espncricinfo.com/ci/content/player/489889.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,T Natarajan,T Natarajan,4,0,33,1,8.25,8,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,K Nitish Kumar Reddy,Nitish Kumar Reddy,3,0,33,1,11.00,6,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1175496.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,JD Unadkat,Jaydev Unadkat,4,0,49,1,12.25,7,0,5,3,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,Shahbaz Ahmed,Shahbaz Ahmed,1,0,10,0,10.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2024.0,1426262,RR v GT,RR,GT,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,UT Yadav,Umesh Yadav,4,0,47,1,11.75,9,6,2,2,0,False,https://www.espncricinfo.com/ci/content/player/376116.html
2024.0,1426262,RR v GT,RR,GT,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,SH Johnson,Spencer Johnson,4,0,37,0,9.25,6,4,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1123718.html
2024.0,1426262,RR v GT,RR,GT,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,Rashid Khan,Rashid Khan,4,0,18,1,4.50,10,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2024.0,1426262,RR v GT,RR,GT,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,Noor Ahmad,Noor Ahmad,4,0,43,0,10.75,6,1,3,1,0,False,https://www.espncricinfo.com/ci/content/player/1182529.html
2024.0,1426262,RR v GT,RR,GT,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,1,MM Sharma,Mohit Sharma,4,0,51,1,12.75,3,4,2,4,0,False,https://www.espncricinfo.com/ci/content/player/537119.html
2024.0,1426262,RR v GT,RR,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,TA Boult,Trent Boult,2,0,8,0,4.00,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2024.0,1426262,RR v GT,RR,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,Avesh Khan,Avesh Khan,4,0,48,1,12.00,3,4,2,2,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2024.0,1426262,RR v GT,RR,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,KA Maharaj,Keshav Maharaj,2,0,16,0,8.00,3,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/267724.html
2024.0,1426262,RR v GT,RR,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,R Ashwin,Ravichandran Ashwin,4,0,40,0,10.00,4,4,1,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2024.0,1426262,RR v GT,RR,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,YS Chahal,Yuzvendra Chahal,4,0,43,2,10.75,4,6,0,1,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2024.0,1426262,RR v GT,RR,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,2,KR Sen,Kuldeep Sen,4,0,41,3,10.25,7,5,0,4,1,False,https://www.espncricinfo.com/ci/content/player/1163695.html
2024.0,1426263,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,Mohammad Nabi,Mohammad Nabi,1,0,7,0,7.00,2,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/25913.html
2024.0,1426263,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,G Coetzee,Gerald Coetzee,4,0,42,1,10.50,13,1,5,3,0,False,https://www.espncricinfo.com/ci/content/player/596010.html
2024.0,1426263,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,JJ Bumrah,Jasprit Bumrah,4,0,21,5,5.25,13,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2024.0,1426263,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,A Madhwal,Akash Madhwal,4,0,57,1,14.25,7,9,2,3,0,False,https://www.espncricinfo.com/ci/content/player/1206039.html
2024.0,1426263,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,S Gopal,Shreyas Gopal,4,0,32,1,8.00,7,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/344580.html
2024.0,1426263,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,R Shepherd,Romario Shepherd,2,0,22,0,11.00,1,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/677077.html
2024.0,1426263,MI v RCB,MI,RCB,MI,"Wankhede Stadium, Mumbai",Mumbai,India,1,HH Pandya,Hardik Pandya,1,0,13,0,13.00,2,0,1,2,0,True,https://www.espncricinfo.com/ci/content/player/625371.html
2024.0,1426263,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,RJW Topley,Reece Topley,3,0,34,0,11.33,8,6,1,1,0,False,https://www.espncricinfo.com/ci/content/player/461632.html
2024.0,1426263,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,Mohammed Siraj,Mohammed Siraj,3,0,37,0,12.33,7,2,4,0,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2024.0,1426263,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,Akash Deep,Akash Deep,3.3,0,55,1,15.71,6,2,6,2,0,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2024.0,1426263,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,GJ Maxwell,Glenn Maxwell,1,0,17,0,17.00,0,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/325026.html
2024.0,1426263,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,V Vyshak,Vijaykumar Vyshak,3,0,32,1,10.66,6,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/777815.html
2024.0,1426263,MI v RCB,MI,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,2,WG Jacks,Will Jacks,2,0,24,1,12.00,2,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/897549.html
2024.0,1426264,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,KK Ahmed,Khaleel Ahmed,4,0,41,2,10.25,11,5,2,1,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2024.0,1426264,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,I Sharma,Ishant Sharma,4,0,36,1,9.00,6,4,0,4,0,False,https://www.espncricinfo.com/ci/content/player/236779.html
2024.0,1426264,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Mukesh Kumar,Mukesh Kumar,4,0,41,1,10.25,5,6,0,1,0,False,https://www.espncricinfo.com/ci/content/player/926851.html
2024.0,1426264,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,AR Patel,Axar Patel,4,0,26,0,6.50,7,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2024.0,1426264,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Kuldeep Yadav,Kuldeep Yadav,4,0,20,3,5.00,10,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/559235.html
2024.0,1426264,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Arshad Khan,Arshad Khan,3.1,0,34,0,10.73,7,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1244751.html
2024.0,1426264,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Naveen-ul-Haq,Naveen-ul-Haq,3,0,24,1,8.00,5,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/793447.html
2024.0,1426264,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Yash Thakur,Yash Thakur,4,0,31,1,7.75,11,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1070196.html
2024.0,1426264,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,KH Pandya,Krunal Pandya,3,0,45,0,15.00,4,2,3,3,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2024.0,1426264,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Ravi Bishnoi,Ravi Bishnoi,4,0,25,2,6.25,12,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2024.0,1426264,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,MP Stoinis,Marcus Stoinis,1,0,10,0,10.00,2,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/325012.html
2024.0,1426265,PBKS v RR,PBKS,RR,RR,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,TA Boult,Trent Boult,4,0,22,1,5.50,11,2,0,2,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2024.0,1426265,PBKS v RR,PBKS,RR,RR,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,KR Sen,Kuldeep Sen,4,0,35,1,8.75,9,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1163695.html
2024.0,1426265,PBKS v RR,PBKS,RR,RR,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,Avesh Khan,Avesh Khan,4,0,34,2,8.50,8,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
